Ciudad,Cultivo,year,Mes,Kilos,Hectáreas
Madrid,Maíz,2018,7,23740,418.80864931783606
Madrid,Maíz,2018,8,48596,488.17813990592634
Madrid,Maíz,2018,9,36153,41.662173123602216
Madrid,Maíz,2018,10,1671,249.0484815239176
Madrid,Maíz,2018,11,45002,140.26705696061362
Madrid,Maíz,2018,12,11634,232.64489393438083
Barcelona,Olivo,2008,1,30300,249.23815714067132
Barcelona,Olivo,2008,2,39595,433.6835921488047
Barcelona,Olivo,2008,3,38487,371.30496792002185
Barcelona,Olivo,2008,4,22223,407.2361047132705
Barcelona,Olivo,2008,5,29380,203.2933764993173
Barcelona,Olivo,2008,6,20877,202.27292354895252
Barcelona,Olivo,2008,7,44404,75.2410520472675
Barcelona,Olivo,2008,8,31911,395.5826592650946
Barcelona,Olivo,2008,9,34160,471.98725929249827
Barcelona,Olivo,2008,10,4631,134.7886048025651
Barcelona,Olivo,2008,11,24561,465.85625357053357
Barcelona,Olivo,2008,12,29671,451.8633761463575
Barcelona,Olivo,2009,1,26364,414.31477600506486
Barcelona,Olivo,2009,2,28425,199.3109658256746
Barcelona,Olivo,2009,3,24253,321.96814426193157
Barcelona,Olivo,2009,4,9080,42.65949987473808
Barcelona,Olivo,2009,5,26431,442.4051258234889
Barcelona,Olivo,2009,6,48684,371.3425466735279
Barcelona,Olivo,2009,7,23614,343.31161181209313
Barcelona,Olivo,2009,8,5940,28.630705636352907
Barcelona,Olivo,2009,9,29758,360.9984601507143
Barcelona,Olivo,2009,10,8788,403.04397348251786
Barcelona,Olivo,2009,11,25034,15.93315286509485
Barcelona,Olivo,2009,12,19052,259.2038518293134
Barcelona,Olivo,2010,1,29903,183.09319016601142
Barcelona,Olivo,2010,2,49355,181.35458257546628
Barcelona,Olivo,2010,3,46454,471.7345409398645
Barcelona,Olivo,2010,4,29138,211.94415582875808
Barcelona,Olivo,2010,5,42732,333.5483326536557
Barcelona,Olivo,2010,6,11759,139.87274987925198
Barcelona,Olivo,2010,7,43533,50.48265509504166
Barcelona,Olivo,2010,8,40279,484.25141707406493
Barcelona,Olivo,2010,9,18630,393.41761303632956
Barcelona,Olivo,2010,10,36144,197.150423429919
Barcelona,Olivo,2010,11,26538,69.47934489810915
Barcelona,Olivo,2010,12,33125,137.7495169607591
Barcelona,Olivo,2011,1,43600,325.51308423515405
Barcelona,Olivo,2011,2,21669,448.94915271222214
Barcelona,Olivo,2011,3,47857,401.3699539107416
Barcelona,Olivo,2011,4,26227,242.42469385404482
Barcelona,Olivo,2011,5,18153,304.9219789217978
Barcelona,Olivo,2011,6,43676,460.9456187975098
Barcelona,Olivo,2011,7,4983,407.7671961641674
Barcelona,Olivo,2011,8,30921,72.766915719438
Barcelona,Olivo,2011,9,46838,64.29590146810546
Barcelona,Olivo,2011,10,24953,120.06164980348744
Barcelona,Olivo,2011,11,23168,194.2365160712426
Barcelona,Olivo,2011,12,40896,90.20506271799772
Barcelona,Olivo,2012,1,13275,127.93942879792743
Barcelona,Olivo,2012,2,47804,341.2313150373141
Barcelona,Olivo,2012,3,34453,16.230296093577824
Barcelona,Olivo,2012,4,13258,339.01291809837517
Barcelona,Olivo,2012,5,49758,440.84164339894073
Barcelona,Olivo,2012,6,38643,460.2740014833817
Barcelona,Olivo,2012,7,35964,379.97054508567635
Barcelona,Olivo,2012,8,16997,422.57929091613016
Barcelona,Olivo,2012,9,24911,283.3284805004243
Barcelona,Olivo,2012,10,30334,331.519300463725
Barcelona,Olivo,2012,11,29927,277.0631902594998
Barcelona,Olivo,2012,12,21714,141.9723361679923
Barcelona,Olivo,2013,1,24387,31.15513054053572
Barcelona,Olivo,2013,2,20921,62.89242017676753
Barcelona,Olivo,2013,3,46268,365.7301558927948
Barcelona,Olivo,2013,4,25858,482.9135736422283
Barcelona,Olivo,2013,5,27062,257.8678195463962
Barcelona,Olivo,2013,6,21567,177.76798165643777
Barcelona,Olivo,2013,7,44285,275.69623069100567
Barcelona,Olivo,2013,8,2724,374.2776551775386
Barcelona,Olivo,2013,9,9706,155.79874114622208
Barcelona,Olivo,2013,10,19450,84.26899207796005
Barcelona,Olivo,2013,11,30725,437.9282287717958
Barcelona,Olivo,2013,12,10496,382.9495531511474
Barcelona,Olivo,2014,1,30806,88.81560523929564
Barcelona,Olivo,2014,2,37495,407.75858626419785
Barcelona,Olivo,2014,3,26860,441.9108820407605
Barcelona,Olivo,2014,4,39787,58.597268797735794
Barcelona,Olivo,2014,5,22727,441.11007811154997
Barcelona,Olivo,2014,6,45522,162.35517570370155
Barcelona,Olivo,2014,7,35196,369.20493505454067
Barcelona,Olivo,2014,8,15566,311.33933776715486
Barcelona,Olivo,2014,9,12329,184.1384386560123
Barcelona,Olivo,2014,10,38900,273.96087699808913
Barcelona,Olivo,2014,11,20363,12.562510636027241
Barcelona,Olivo,2014,12,20033,421.58235033826946
Barcelona,Olivo,2015,1,36851,375.4095535383037
Barcelona,Olivo,2015,2,14944,479.4560052584963
Barcelona,Olivo,2015,3,24928,342.4056231990195
Barcelona,Olivo,2015,4,37751,82.9551446628979
Barcelona,Olivo,2015,5,6110,240.45633650987497
Barcelona,Olivo,2015,6,24762,498.2038254373512
Barcelona,Olivo,2015,7,35947,198.83418269320728
Barcelona,Olivo,2015,8,39019,363.81475971934117
Barcelona,Olivo,2015,9,48639,116.43245786869316
Barcelona,Olivo,2015,10,24705,201.84759210713636
Barcelona,Olivo,2015,11,39356,10.921142927206214
Barcelona,Olivo,2015,12,15537,313.59877535532195
Barcelona,Olivo,2016,1,39659,98.84644716349756
Barcelona,Olivo,2016,2,38804,55.56541351333476
Barcelona,Olivo,2016,3,28766,438.3886105990165
Barcelona,Olivo,2016,4,37060,324.73950769356145
Barcelona,Olivo,2016,5,17087,61.027305380940845
Barcelona,Olivo,2016,6,24225,285.12744810016665
Barcelona,Olivo,2016,7,28523,35.87394062957876
Barcelona,Olivo,2016,8,44543,341.4692892409175
Barcelona,Olivo,2016,9,15226,142.21215286282504
Barcelona,Olivo,2016,10,29731,167.8329220723009
Barcelona,Olivo,2016,11,4390,47.75855677582227
Barcelona,Olivo,2016,12,13693,350.7536676807461
Barcelona,Olivo,2017,1,1541,491.1649033186112
Barcelona,Olivo,2017,2,14428,396.42133268947913
Barcelona,Olivo,2017,3,49831,264.9453226901405
Barcelona,Olivo,2017,4,17044,82.25173808607913
Barcelona,Olivo,2017,5,29854,370.39774717889344
Barcelona,Olivo,2017,6,11720,53.414210543012445
Barcelona,Olivo,2017,7,2651,40.64569117971053
Barcelona,Olivo,2017,8,26051,370.47492597720304
Barcelona,Olivo,2017,9,47026,369.4717567207331
Barcelona,Olivo,2017,10,22621,324.85694777224387
Barcelona,Olivo,2017,11,46253,321.72690870703406
Barcelona,Olivo,2017,12,31447,97.34370878327438
Barcelona,Olivo,2018,1,35501,495.6519515924388
Barcelona,Olivo,2018,2,49998,290.2174129013214
Barcelona,Olivo,2018,3,4471,109.43882011170207
Barcelona,Olivo,2018,4,31268,490.0268903666029
Barcelona,Olivo,2018,5,47850,22.83638718071175
Barcelona,Olivo,2018,6,29272,297.04697152623197
Barcelona,Olivo,2018,7,33373,143.80469688667807
Barcelona,Olivo,2018,8,25570,156.3755310584988
Barcelona,Olivo,2018,9,24284,37.5066906739429
Barcelona,Olivo,2018,10,26122,220.53183824207818
Barcelona,Olivo,2018,11,17370,194.68794072082227
Barcelona,Olivo,2018,12,8999,101.18969474467589
Barcelona,Vid,2008,1,3096,223.23839563512482
Barcelona,Vid,2008,2,26279,246.65474732182406
Barcelona,Vid,2008,3,49709,319.2736165187861
Barcelona,Vid,2008,4,30309,366.69026041714494
Barcelona,Vid,2008,5,6105,455.6011940841141
Barcelona,Vid,2008,6,3839,367.4590320396744
Barcelona,Vid,2008,7,43821,38.067323028035446
Barcelona,Vid,2008,8,18069,309.01032324404423
Barcelona,Vid,2008,9,38051,205.42965455482744
Barcelona,Vid,2008,10,2619,331.90802657089836
Barcelona,Vid,2008,11,46603,16.567286951761147
Barcelona,Vid,2008,12,2431,37.956813364114616
Barcelona,Vid,2009,1,28037,27.780935080616057
Barcelona,Vid,2009,2,38766,131.01961154527993
Barcelona,Vid,2009,3,20675,395.692035274786
Barcelona,Vid,2009,4,33591,191.89147600609917
Barcelona,Vid,2009,5,35782,230.37252280076459
Barcelona,Vid,2009,6,33972,141.38811984680154
Barcelona,Vid,2009,7,42800,248.9098848999583
Barcelona,Vid,2009,8,31314,40.700069693123716
Barcelona,Vid,2009,9,19681,285.3764952587353
Barcelona,Vid,2009,10,16892,270.8861343148564
Barcelona,Vid,2009,11,37768,388.2102858289944
Barcelona,Vid,2009,12,32358,126.02431156257884
Barcelona,Vid,2010,1,8927,278.67708602594786
Barcelona,Vid,2010,2,12918,442.24645099820947
Barcelona,Vid,2010,3,12929,215.2087263463391
Barcelona,Vid,2010,4,46951,315.9684687711467
Barcelona,Vid,2010,5,21644,490.8355743436509
Barcelona,Vid,2010,6,29228,330.5455547222965
Barcelona,Vid,2010,7,35521,103.68344371774661
Barcelona,Vid,2010,8,27928,237.32691847728475
Barcelona,Vid,2010,9,23360,474.0476339919743
Barcelona,Vid,2010,10,43891,181.2581223225412
Barcelona,Vid,2010,11,26000,20.797228545777052
Barcelona,Vid,2010,12,30300,120.4052956761052
Barcelona,Vid,2011,1,24017,53.531720092906546
Barcelona,Vid,2011,2,34365,284.9991662584372
Barcelona,Vid,2011,3,10879,66.23674721591655
Barcelona,Vid,2011,4,8521,207.94915940000865
Barcelona,Vid,2011,5,19474,43.157497331000776
Barcelona,Vid,2011,6,45629,278.9309417928288
Barcelona,Vid,2011,7,2633,50.045419415921344
Barcelona,Vid,2011,8,13485,424.99017676339435
Barcelona,Vid,2011,9,48945,91.22952468000511
Barcelona,Vid,2011,10,18921,335.45207810765453
Barcelona,Vid,2011,11,47136,337.82094529126306
Barcelona,Vid,2011,12,1097,432.37358511809344
Barcelona,Vid,2012,1,13722,328.97699890396757
Barcelona,Vid,2012,2,28733,152.387904305114
Barcelona,Vid,2012,3,25487,64.84860424054986
Barcelona,Vid,2012,4,5666,235.02754002250944
Barcelona,Vid,2012,5,2727,399.054961020323
Barcelona,Vid,2012,6,11800,108.66825324662744
Barcelona,Vid,2012,7,19708,90.70611318182499
Barcelona,Vid,2012,8,10283,380.80823778743115
Barcelona,Vid,2012,9,31933,18.793382498560995
Barcelona,Vid,2012,10,11983,440.1367382945
Barcelona,Vid,2012,11,19133,89.193707530077
Barcelona,Vid,2012,12,1781,127.01014357695425
Barcelona,Vid,2013,1,28624,284.48930660370684
Barcelona,Vid,2013,2,40961,283.4105620034935
Barcelona,Vid,2013,3,35881,41.9502497176411
Barcelona,Vid,2013,4,14565,178.3949643784605
Barcelona,Vid,2013,5,26643,273.96388099682997
Barcelona,Vid,2013,6,42971,401.1886522299209
Barcelona,Vid,2013,7,49563,231.33144142352452
Barcelona,Vid,2013,8,14489,55.76990626789485
Barcelona,Vid,2013,9,7852,482.5935604113977
Barcelona,Vid,2013,10,3551,101.49441492879032
Barcelona,Vid,2013,11,34243,381.1661235468145
Barcelona,Vid,2013,12,8239,400.9779382117881
Barcelona,Vid,2014,1,22038,105.96199816759025
Barcelona,Vid,2014,2,3285,271.1841449506086
Barcelona,Vid,2014,3,48657,229.32544075690632
Barcelona,Vid,2014,4,20909,398.69806171474465
Barcelona,Vid,2014,5,20206,310.6018379331964
Barcelona,Vid,2014,6,12116,454.01019483522555
Barcelona,Vid,2014,7,14937,92.7385612720662
Barcelona,Vid,2014,8,7629,78.94864874389162
Barcelona,Vid,2014,9,20584,26.3579648753268
Barcelona,Vid,2014,10,34380,368.9912650034081
Barcelona,Vid,2014,11,18071,84.5310987789137
Barcelona,Vid,2014,12,3307,401.3107034675481
Barcelona,Vid,2015,1,6906,442.384020519596
Barcelona,Vid,2015,2,16149,166.6367478958669
Barcelona,Vid,2015,3,26150,247.8259017483447
Barcelona,Vid,2015,4,2283,498.5682969700142
Barcelona,Vid,2015,5,2529,219.46994708110142
Barcelona,Vid,2015,6,9438,73.6149599863416
Barcelona,Vid,2015,7,9004,284.2802849828075
Barcelona,Vid,2015,8,44360,24.388437960172237
Barcelona,Vid,2015,9,27515,446.22644597872306
Barcelona,Vid,2015,10,24172,486.99412108832485
Barcelona,Vid,2015,11,12739,430.50675604701036
Barcelona,Vid,2015,12,10587,459.92191981515987
Barcelona,Vid,2016,1,1645,358.0189713254226
Barcelona,Vid,2016,2,17299,494.1521276598593
Barcelona,Vid,2016,3,22953,412.6020798781311
Barcelona,Vid,2016,4,27475,163.88978954643866
Barcelona,Vid,2016,5,17087,252.16409915264694
Barcelona,Vid,2016,6,10346,441.11273783633067
Barcelona,Vid,2016,7,42945,129.72657098536843
Barcelona,Vid,2016,8,21215,52.71793923759727
Barcelona,Vid,2016,9,31112,127.53831525041292
Barcelona,Vid,2016,10,19099,453.6263383961565
Barcelona,Vid,2016,11,7450,230.6719796636522
Barcelona,Vid,2016,12,6433,310.7509352196925
Barcelona,Vid,2017,1,19710,314.2549980644313
Barcelona,Vid,2017,2,17021,371.6538704358734
Barcelona,Vid,2017,3,19058,423.4312899392949
Barcelona,Vid,2017,4,33602,320.7296477649111
Barcelona,Vid,2017,5,28516,341.32700541696266
Barcelona,Vid,2017,6,2089,164.31059842035415
Barcelona,Vid,2017,7,11487,44.12416259957881
Barcelona,Vid,2017,8,2958,91.89468562089841
Barcelona,Vid,2017,9,39547,121.3179829415223
Barcelona,Vid,2017,10,22447,45.60872708890798
Barcelona,Vid,2017,11,26215,325.0121359287667
Barcelona,Vid,2017,12,34209,261.20082904107596
Barcelona,Vid,2018,1,48246,114.1957444218371
Barcelona,Vid,2018,2,7370,383.9460927168558
Barcelona,Vid,2018,3,45333,382.031879199813
Barcelona,Vid,2018,4,17843,124.0539420796315
Barcelona,Vid,2018,5,34160,396.33919819411636
Barcelona,Vid,2018,6,30516,450.4352202083212
Barcelona,Vid,2018,7,22125,338.6588328338587
Barcelona,Vid,2018,8,3454,92.84972447443633
Barcelona,Vid,2018,9,18761,229.05721646514846
Barcelona,Vid,2018,10,3597,121.09788763252023
Barcelona,Vid,2018,11,21980,277.85762789201635
Barcelona,Vid,2018,12,47738,488.6321609702231
Barcelona,Trigo,2008,1,13109,244.74433092064208
Barcelona,Trigo,2008,2,43864,30.592090833988593
Barcelona,Trigo,2008,3,24383,23.315757884513637
Barcelona,Trigo,2008,4,48717,147.21829147973983
Barcelona,Trigo,2008,5,19351,356.76727990200317
Barcelona,Trigo,2008,6,16282,414.75913531662025
Barcelona,Trigo,2008,7,22778,404.40432065230493
Barcelona,Trigo,2008,8,6075,491.0813596977075
Barcelona,Trigo,2008,9,29365,366.0687861144584
Barcelona,Trigo,2008,10,12002,317.8366741270079
Barcelona,Trigo,2008,11,30304,147.94538722331566
Barcelona,Trigo,2008,12,5493,117.03715961282049
Barcelona,Trigo,2009,1,35228,274.94225355600605
Barcelona,Trigo,2009,2,32655,139.02473403906805
Barcelona,Trigo,2009,3,7816,239.69630307760787
Barcelona,Trigo,2009,4,48192,414.02205596264577
Barcelona,Trigo,2009,5,30492,155.64652577722242
Barcelona,Trigo,2009,6,33698,367.8206120741715
Barcelona,Trigo,2009,7,33808,33.58998962939319
Barcelona,Trigo,2009,8,9259,439.84733400947823
Barcelona,Trigo,2009,9,15849,337.2242947809392
Barcelona,Trigo,2009,10,25173,176.7988632412867
Barcelona,Trigo,2009,11,6374,48.694889473506024
Barcelona,Trigo,2009,12,36292,420.694569940443
Barcelona,Trigo,2010,1,10885,220.29947076421487
Barcelona,Trigo,2010,2,1778,497.76438293374184
Barcelona,Trigo,2010,3,2492,265.5083876313588
Barcelona,Trigo,2010,4,14615,417.3730220489978
Barcelona,Trigo,2010,5,43946,249.30356820163996
Barcelona,Trigo,2010,6,8156,55.990069563444536
Barcelona,Trigo,2010,7,20900,25.99638199737762
Barcelona,Trigo,2010,8,26634,416.3505316652102
Barcelona,Trigo,2010,9,45096,22.319559555863634
Barcelona,Trigo,2010,10,34110,220.9094310572852
Barcelona,Trigo,2010,11,27955,456.2315239232184
Barcelona,Trigo,2010,12,7317,389.20103130777665
Barcelona,Trigo,2011,1,43856,176.99969289702483
Barcelona,Trigo,2011,2,24132,93.58513666297411
Barcelona,Trigo,2011,3,15868,319.34070101507444
Barcelona,Trigo,2011,4,31483,396.5131093136262
Barcelona,Trigo,2011,5,13466,126.34239950365507
Barcelona,Trigo,2011,6,18862,74.52978485129887
Barcelona,Trigo,2011,7,34539,198.41055054595816
Barcelona,Trigo,2011,8,9770,329.5898871772815
Barcelona,Trigo,2011,9,1193,143.06869472800952
Barcelona,Trigo,2011,10,12190,492.0817532991645
Barcelona,Trigo,2011,11,33327,320.7109753744023
Barcelona,Trigo,2011,12,41197,446.82520765551834
Barcelona,Trigo,2012,1,29369,187.30801567051796
Barcelona,Trigo,2012,2,22259,305.9951217648974
Barcelona,Trigo,2012,3,5378,78.61180780112566
Barcelona,Trigo,2012,4,20835,240.12446959354742
Barcelona,Trigo,2012,5,46496,172.36003348049488
Barcelona,Trigo,2012,6,3800,315.03465090757516
Barcelona,Trigo,2012,7,9333,309.28223482712644
Barcelona,Trigo,2012,8,31519,299.5250462228103
Barcelona,Trigo,2012,9,22180,12.697841588606202
Barcelona,Trigo,2012,10,18709,34.25345821189664
Barcelona,Trigo,2012,11,18543,27.99346762540236
Barcelona,Trigo,2012,12,38755,149.60493055017082
Barcelona,Trigo,2013,1,31502,403.2669829941083
Barcelona,Trigo,2013,2,18087,261.20718571864404
Barcelona,Trigo,2013,3,6482,31.750008363718674
Barcelona,Trigo,2013,4,23760,204.53737020622393
Barcelona,Trigo,2013,5,47628,149.4355278638198
Barcelona,Trigo,2013,6,34623,270.4837376561711
Barcelona,Trigo,2013,7,45602,258.63184997172635
Barcelona,Trigo,2013,8,4112,24.53742930172251
Barcelona,Trigo,2013,9,23207,354.1067953555155
Barcelona,Trigo,2013,10,17018,230.79253930173564
Barcelona,Trigo,2013,11,45199,216.69580748402737
Barcelona,Trigo,2013,12,45363,442.3066924864753
Barcelona,Trigo,2014,1,43092,307.87355490444486
Barcelona,Trigo,2014,2,4311,155.3965441410041
Barcelona,Trigo,2014,3,34755,412.387158449611
Barcelona,Trigo,2014,4,38383,432.81144642708205
Barcelona,Trigo,2014,5,14654,361.61034111848124
Barcelona,Trigo,2014,6,1726,29.873781396893897
Barcelona,Trigo,2014,7,2875,346.42905761137735
Barcelona,Trigo,2014,8,5033,335.99312996924704
Barcelona,Trigo,2014,9,4744,233.55588938821558
Barcelona,Trigo,2014,10,17977,55.219548115896046
Barcelona,Trigo,2014,11,35542,215.28441719186296
Barcelona,Trigo,2014,12,14395,451.157421356393
Barcelona,Trigo,2015,1,17715,49.28820690013269
Barcelona,Trigo,2015,2,20086,377.4268745738685
Barcelona,Trigo,2015,3,6889,337.60059689422786
Barcelona,Trigo,2015,4,21584,326.7605441610574
Barcelona,Trigo,2015,5,35610,300.8937876921838
Barcelona,Trigo,2015,6,10101,321.6870627406757
Barcelona,Trigo,2015,7,12381,66.71142727256563
Barcelona,Trigo,2015,8,41486,438.11231079850904
Barcelona,Trigo,2015,9,20539,322.55977540518063
Barcelona,Trigo,2015,10,12777,269.6958462339452
Barcelona,Trigo,2015,11,34154,271.64406154840424
Barcelona,Trigo,2015,12,7439,411.80618826848445
Barcelona,Trigo,2016,1,29669,270.9214227242018
Barcelona,Trigo,2016,2,3282,248.14024196082548
Barcelona,Trigo,2016,3,25364,205.69068671339855
Barcelona,Trigo,2016,4,39244,70.27161461063537
Barcelona,Trigo,2016,5,13336,115.86516885572672
Barcelona,Trigo,2016,6,40832,367.2950088992295
Barcelona,Trigo,2016,7,39392,43.01843184490603
Barcelona,Trigo,2016,8,11516,349.3214850679204
Barcelona,Trigo,2016,9,36426,48.03117591840602
Barcelona,Trigo,2016,10,35888,160.0936144013242
Barcelona,Trigo,2016,11,37027,120.87676302497358
Barcelona,Trigo,2016,12,35591,412.9869630974564
Barcelona,Trigo,2017,1,14467,293.8405133720581
Barcelona,Trigo,2017,2,4134,58.448072643911345
Barcelona,Trigo,2017,3,16434,295.2773858311158
Barcelona,Trigo,2017,4,11233,191.32564399038506
Barcelona,Trigo,2017,5,2141,355.73707269547407
Barcelona,Trigo,2017,6,21384,267.6481734479286
Barcelona,Trigo,2017,7,37129,91.76149883238888
Barcelona,Trigo,2017,8,12172,326.41284994685003
Barcelona,Trigo,2017,9,40332,446.1475472400661
Barcelona,Trigo,2017,10,28840,473.85577265683764
Barcelona,Trigo,2017,11,6906,22.46940235381793
Barcelona,Trigo,2017,12,41379,195.66603624881904
Barcelona,Trigo,2018,1,45014,45.13882553534899
Barcelona,Trigo,2018,2,29797,302.03453266990607
Barcelona,Trigo,2018,3,12120,341.7891134701546
Barcelona,Trigo,2018,4,23852,270.23181899376897
Barcelona,Trigo,2018,5,12951,116.76735158494515
Barcelona,Trigo,2018,6,49613,232.4607943860963
Barcelona,Trigo,2018,7,49515,92.0062692379277
Barcelona,Trigo,2018,8,43417,247.93895283310493
Barcelona,Trigo,2018,9,43359,488.9515378152803
Barcelona,Trigo,2018,10,29226,482.36852948767415
Barcelona,Trigo,2018,11,25323,58.658079349309546
Barcelona,Trigo,2018,12,8597,25.168337550478327
Barcelona,Maíz,2008,1,7591,212.93360992083112
Barcelona,Maíz,2008,2,12826,21.442527200811096
Barcelona,Maíz,2008,3,15138,82.06030677762831
Barcelona,Maíz,2008,4,3169,66.90809049825755
Barcelona,Maíz,2008,5,7313,193.6537482130802
Barcelona,Maíz,2008,6,32778,445.3177994312538
Barcelona,Maíz,2008,7,31403,497.48040679906757
Barcelona,Maíz,2008,8,7344,492.1664499731275
Barcelona,Maíz,2008,9,21538,480.95638784972056
Barcelona,Maíz,2008,10,6619,25.15944591835757
Barcelona,Maíz,2008,11,37575,176.78968108470778
Barcelona,Maíz,2008,12,46123,490.2534062827458
Barcelona,Maíz,2009,1,16848,281.3186278254255
Barcelona,Maíz,2009,2,11913,92.48510840037382
Barcelona,Maíz,2009,3,22300,418.48848134941693
Barcelona,Maíz,2009,4,47633,415.1393371602453
Barcelona,Maíz,2009,5,5857,38.24731527752219
Barcelona,Maíz,2009,6,44949,341.91978754417124
Barcelona,Maíz,2009,7,27132,483.5445190745396
Barcelona,Maíz,2009,8,1358,276.96555219714156
Barcelona,Maíz,2009,9,20840,294.429124486911
Barcelona,Maíz,2009,10,26879,499.8597640363979
Barcelona,Maíz,2009,11,38772,316.8548174963213
Barcelona,Maíz,2009,12,27762,111.5814115619034
Barcelona,Maíz,2010,1,40420,496.9857105608521
Barcelona,Maíz,2010,2,21219,157.23979894421186
Barcelona,Maíz,2010,3,10429,288.99490697931856
Barcelona,Maíz,2010,4,40673,236.10830082478319
Barcelona,Maíz,2010,5,49980,82.51223220925904
Barcelona,Maíz,2010,6,15852,243.01755836854505
Barcelona,Maíz,2010,7,44171,454.40197632906865
Barcelona,Maíz,2010,8,11238,482.37413511110174
Barcelona,Maíz,2010,9,2140,303.5690866697593
Barcelona,Maíz,2010,10,27421,271.3594480950277
Barcelona,Maíz,2010,11,20595,28.6109660120282
Barcelona,Maíz,2010,12,45789,397.3497991946937
Barcelona,Maíz,2011,1,17859,38.29311541589515
Barcelona,Maíz,2011,2,2207,145.1261084431649
Barcelona,Maíz,2011,3,1557,26.886017118250003
Barcelona,Maíz,2011,4,14893,82.91002500850666
Barcelona,Maíz,2011,5,38529,490.6838152997157
Barcelona,Maíz,2011,6,39635,379.76439858330997
Barcelona,Maíz,2011,7,13869,298.4784458443467
Barcelona,Maíz,2011,8,41697,250.7949069889928
Barcelona,Maíz,2011,9,29064,285.7287325209462
Barcelona,Maíz,2011,10,3454,199.40484834328365
Barcelona,Maíz,2011,11,13991,251.23948520057914
Barcelona,Maíz,2011,12,37593,365.6010669777751
Barcelona,Maíz,2012,1,49077,233.42984512236907
Barcelona,Maíz,2012,2,22083,415.4842718320885
Barcelona,Maíz,2012,3,7142,299.78931211701916
Barcelona,Maíz,2012,4,42862,478.4631003698472
Barcelona,Maíz,2012,5,20503,498.10024532332613
Barcelona,Maíz,2012,6,35631,428.44136380815684
Barcelona,Maíz,2012,7,9016,323.69717266421566
Barcelona,Maíz,2012,8,16072,447.6142005457533
Barcelona,Maíz,2012,9,15482,162.83054920209742
Barcelona,Maíz,2012,10,22826,229.67633713101688
Barcelona,Maíz,2012,11,47092,486.05119077138846
Barcelona,Maíz,2012,12,27910,369.6745836687601
Barcelona,Maíz,2013,1,34905,243.65329947573036
Barcelona,Maíz,2013,2,37188,24.969233975756186
Barcelona,Maíz,2013,3,37674,349.3408914531829
Barcelona,Maíz,2013,4,23313,319.9466138832557
Barcelona,Maíz,2013,5,1276,185.77060745433658
Barcelona,Maíz,2013,6,40105,173.36958785796415
Barcelona,Maíz,2013,7,16906,113.24543229492956
Barcelona,Maíz,2013,8,21536,398.7630670096204
Barcelona,Maíz,2013,9,28810,498.9322192841693
Barcelona,Maíz,2013,10,11503,497.37783436439895
Barcelona,Maíz,2013,11,12590,11.135598473358794
Barcelona,Maíz,2013,12,13866,371.55606409514974
Barcelona,Maíz,2014,1,33792,320.12410203243275
Barcelona,Maíz,2014,2,21620,379.17968190591483
Barcelona,Maíz,2014,3,9068,412.7440516105655
Barcelona,Maíz,2014,4,42160,385.3968070698372
Barcelona,Maíz,2014,5,21131,353.01679365833115
Barcelona,Maíz,2014,6,16038,53.41630984514274
Barcelona,Maíz,2014,7,12528,364.3432483676685
Barcelona,Maíz,2014,8,49511,346.8291184267564
Barcelona,Maíz,2014,9,35782,42.34482362871837
Barcelona,Maíz,2014,10,20810,279.0738647758146
Barcelona,Maíz,2014,11,42869,406.03525290451887
Barcelona,Maíz,2014,12,45716,351.90057527598043
Barcelona,Maíz,2015,1,3092,478.0064515729337
Barcelona,Maíz,2015,2,39010,435.78268361678107
Barcelona,Maíz,2015,3,6185,47.66241688532012
Barcelona,Maíz,2015,4,13449,399.31261680046686
Barcelona,Maíz,2015,5,41591,244.3473432556595
Barcelona,Maíz,2015,6,40233,45.72189933027272
Barcelona,Maíz,2015,7,47092,336.75866629699124
Barcelona,Maíz,2015,8,31622,123.86831829746345
Barcelona,Maíz,2015,9,3951,153.3323946246635
Barcelona,Maíz,2015,10,5727,208.50032031850753
Barcelona,Maíz,2015,11,37469,167.53289361146216
Barcelona,Maíz,2015,12,29454,120.75420892983986
Barcelona,Maíz,2016,1,16592,117.4442413426991
Barcelona,Maíz,2016,2,36596,305.71161706125554
Barcelona,Maíz,2016,3,47132,213.89949975483523
Barcelona,Maíz,2016,4,48829,102.04299774350932
Barcelona,Maíz,2016,5,17566,256.5111358821198
Barcelona,Maíz,2016,6,39333,232.43395557309495
Barcelona,Maíz,2016,7,25035,316.1440927668072
Barcelona,Maíz,2016,8,26235,344.4824383994672
Barcelona,Maíz,2016,9,16373,236.95463120815745
Barcelona,Maíz,2016,10,17237,413.0420492482564
Barcelona,Maíz,2016,11,15743,152.08535828236842
Barcelona,Maíz,2016,12,47109,264.8832472322681
Barcelona,Maíz,2017,1,34996,459.2279284441442
Barcelona,Maíz,2017,2,6585,206.70835914746488
Barcelona,Maíz,2017,3,39814,149.2943055344832
Barcelona,Maíz,2017,4,38713,413.651264149571
Barcelona,Maíz,2017,5,49766,36.62269706322287
Barcelona,Maíz,2017,6,15027,207.1988523424978
Barcelona,Maíz,2017,7,47520,10.065999572197807
Barcelona,Maíz,2017,8,24545,393.67815228519913
Barcelona,Maíz,2017,9,4167,300.808023858208
Barcelona,Maíz,2017,10,23736,40.71791459471427
Barcelona,Maíz,2017,11,15087,11.871762102705723
Barcelona,Maíz,2017,12,16275,373.042987514515
Barcelona,Maíz,2018,1,6276,466.13481230979613
