Ciudad,Cultivo,year,Mes,Kilos,Hectáreas,date
Madrid,Trigo,2012,3,1619,274.5538613560841,2012-03-15
Madrid,Trigo,2012,4,35707,142.17730964332492,2012-04-15
Madrid,Trigo,2012,5,17001,70.25569617951709,2012-05-15
Madrid,Trigo,2012,6,26892,468.9367892245312,2012-06-15
Madrid,Trigo,2012,7,28420,323.6014537500877,2012-07-15
Madrid,Trigo,2012,8,2058,231.5775238588833,2012-08-15
Madrid,Trigo,2012,9,29404,53.392236269388285,2012-09-15
Madrid,Trigo,2012,10,30856,258.5450562573123,2012-10-15
Madrid,Trigo,2012,11,34997,347.22185427463177,2012-11-15
Madrid,Trigo,2012,12,42235,493.44876024983495,2012-12-15
Madrid,Trigo,2013,1,2239,346.1241906316622,2013-01-15
Madrid,Trigo,2013,2,1125,476.3877748573871,2013-02-15
Madrid,Trigo,2013,3,24857,486.81789655446977,2013-03-15
Madrid,Trigo,2013,4,16398,232.82252926059093,2013-04-15
Madrid,Trigo,2013,5,7638,265.64772285174445,2013-05-15
Madrid,Trigo,2013,6,10110,336.76348619759113,2013-06-15
Madrid,Trigo,2013,7,13115,71.61334078525792,2013-07-15
Madrid,Trigo,2013,8,39525,160.88567137968354,2013-08-15
Madrid,Trigo,2013,9,2969,108.9081915402447,2013-09-15
Madrid,Trigo,2013,10,5470,89.56712838453724,2013-10-15
Madrid,Trigo,2013,11,43324,56.01135073681501,2013-11-15
Madrid,Trigo,2013,12,43759,86.52028394816523,2013-12-15
Madrid,Trigo,2014,1,14669,435.38970464497766,2014-01-15
Madrid,Trigo,2014,2,46141,135.1001971169316,2014-02-15
Madrid,Trigo,2014,3,49320,420.676491927574,2014-03-15
Madrid,Trigo,2014,4,16577,193.4054158984984,2014-04-15
Madrid,Trigo,2014,5,29625,312.7451476985948,2014-05-15
Madrid,Trigo,2014,6,37487,433.658329617968,2014-06-15
Madrid,Trigo,2014,7,45912,24.889659251450063,2014-07-15
Madrid,Trigo,2014,8,43823,399.8000821312376,2014-08-15
Madrid,Trigo,2014,9,31659,341.4915590308508,2014-09-15
Madrid,Trigo,2014,10,32890,471.02892460565175,2014-10-15
Madrid,Trigo,2014,11,47733,202.99355877053765,2014-11-15
Madrid,Trigo,2014,12,14380,292.8207659887566,2014-12-15
Madrid,Trigo,2015,1,9125,332.34419925548764,2015-01-15
Madrid,Trigo,2015,2,38873,306.42742211836503,2015-02-15
Madrid,Trigo,2015,3,6704,434.5549470885463,2015-03-15
Madrid,Trigo,2015,4,22592,436.66919066525696,2015-04-15
Madrid,Trigo,2015,5,28208,54.33603069065487,2015-05-15
Madrid,Trigo,2015,6,20614,371.84011253315,2015-06-15
Madrid,Trigo,2015,7,26923,328.7507074179407,2015-07-15
Madrid,Trigo,2015,8,36941,170.24624916598697,2015-08-15
Madrid,Trigo,2015,9,27213,224.704449741874,2015-09-15
Madrid,Trigo,2015,10,37321,383.5197160405417,2015-10-15
Madrid,Trigo,2015,11,34768,165.42590121504531,2015-11-15
Madrid,Trigo,2015,12,18772,410.7387659257606,2015-12-15
Madrid,Trigo,2016,1,2367,155.46594453453758,2016-01-15
Madrid,Trigo,2016,2,27200,170.90680166368972,2016-02-15
Madrid,Trigo,2016,3,24616,189.56615208698497,2016-03-15
Madrid,Trigo,2016,4,38574,286.0850744007448,2016-04-15
Madrid,Trigo,2016,5,13178,200.3934696224694,2016-05-15
Madrid,Trigo,2016,6,39360,302.2778827428566,2016-06-15
Madrid,Trigo,2016,7,9927,192.89337789837663,2016-07-15
Madrid,Trigo,2016,8,23443,17.186857952669268,2016-08-15
Madrid,Trigo,2016,9,45298,305.68981075687515,2016-09-15
Madrid,Trigo,2016,10,26537,237.11208146228049,2016-10-15
Madrid,Trigo,2016,11,42986,275.7581958400718,2016-11-15
Madrid,Trigo,2016,12,7471,264.35007471674686,2016-12-15
Madrid,Trigo,2017,1,44461,457.97589281622027,2017-01-15
Madrid,Trigo,2017,2,2177,63.3699875048984,2017-02-15
Madrid,Trigo,2017,3,22636,205.42316263948123,2017-03-15
Madrid,Trigo,2017,4,12556,130.57413281101913,2017-04-15
Madrid,Trigo,2017,5,47819,307.87349546878784,2017-05-15
Madrid,Trigo,2017,6,26519,279.2129768309221,2017-06-15
Madrid,Trigo,2017,7,17173,361.8803073509823,2017-07-15
Madrid,Trigo,2017,8,14178,265.40472491781384,2017-08-15
Madrid,Trigo,2017,9,25596,105.9312129849376,2017-09-15
Madrid,Trigo,2017,10,42974,449.39000202166,2017-10-15
Madrid,Trigo,2017,11,28764,450.0349689854936,2017-11-15
Madrid,Trigo,2017,12,9906,196.2365093792306,2017-12-15
Madrid,Trigo,2018,1,46379,467.873653134702,2018-01-15
Madrid,Trigo,2018,2,38650,59.696205940116094,2018-02-15
Madrid,Trigo,2018,3,7012,312.5023611323573,2018-03-15
Madrid,Trigo,2018,4,29211,338.34705695936145,2018-04-15
Madrid,Trigo,2018,5,43652,403.4826899380051,2018-05-15
Madrid,Trigo,2018,6,32010,294.6567060987709,2018-06-15
Madrid,Trigo,2018,7,43641,205.95355133403652,2018-07-15
Madrid,Trigo,2018,8,44596,212.63905974742224,2018-08-15
Madrid,Trigo,2018,9,21829,98.76318127199336,2018-09-15
Madrid,Trigo,2018,10,49478,431.1137387074887,2018-10-15
Madrid,Trigo,2018,11,30734,267.33005799685947,2018-11-15
Madrid,Trigo,2018,12,4654,154.68636171795194,2018-12-15
Madrid,Maíz,2008,1,49368,287.9829876181627,2008-01-15
Madrid,Maíz,2008,2,7441,459.6987196939749,2008-02-15
Madrid,Maíz,2008,3,43435,52.64909166795273,2008-03-15
Madrid,Maíz,2008,4,43368,193.01974468880996,2008-04-15
Madrid,Maíz,2008,5,43668,320.2441740410709,2008-05-15
Madrid,Maíz,2008,6,12130,11.266167274041369,2008-06-15
Madrid,Maíz,2008,7,24669,262.4358334635285,2008-07-15
Madrid,Maíz,2008,8,10435,121.75908825497692,2008-08-15
Madrid,Maíz,2008,9,38384,326.83689757720146,2008-09-15
Madrid,Maíz,2008,10,11617,186.77853436419392,2008-10-15
Madrid,Maíz,2008,11,32401,451.0113304650255,2008-11-15
Madrid,Maíz,2008,12,36993,135.26604892654342,2008-12-15
Madrid,Maíz,2009,1,46105,368.65945311696095,2009-01-15
Madrid,Maíz,2009,2,37451,217.63174428789375,2009-02-15
Madrid,Maíz,2009,3,37041,406.66968812653647,2009-03-15
Madrid,Maíz,2009,4,38778,315.6910690915208,2009-04-15
Madrid,Maíz,2009,5,4040,217.732958327518,2009-05-15
Madrid,Maíz,2009,6,27160,371.0681350226493,2009-06-15
Madrid,Maíz,2009,7,18633,241.71706316025924,2009-07-15
Madrid,Maíz,2009,8,15996,56.90013220487925,2009-08-15
Madrid,Maíz,2009,9,12695,163.01317516391006,2009-09-15
Madrid,Maíz,2009,10,28042,307.4760776835026,2009-10-15
Madrid,Maíz,2009,11,24711,322.6007887248253,2009-11-15
Madrid,Maíz,2009,12,10160,201.5439379937022,2009-12-15
Madrid,Maíz,2010,1,40420,38.64276091319141,2010-01-15
Madrid,Maíz,2010,2,22400,494.0149049052948,2010-02-15
Madrid,Maíz,2010,3,47882,302.5529892788889,2010-03-15
Madrid,Maíz,2010,4,29482,226.93131372196828,2010-04-15
Madrid,Maíz,2010,5,24164,361.6229051725064,2010-05-15
Madrid,Maíz,2010,6,33496,17.752334965135397,2010-06-15
Madrid,Maíz,2010,7,45311,72.91320183252137,2010-07-15
Madrid,Maíz,2010,8,39467,364.9260203930832,2010-08-15
Madrid,Maíz,2010,9,11793,453.7071482415402,2010-09-15
Madrid,Maíz,2010,10,40532,48.91549080460344,2010-10-15
Madrid,Maíz,2010,11,46799,326.1920203876013,2010-11-15
Madrid,Maíz,2010,12,8843,104.01498911218404,2010-12-15
Madrid,Maíz,2011,1,32367,189.80847881035237,2011-01-15
Madrid,Maíz,2011,2,38957,183.94818985764928,2011-02-15
Madrid,Maíz,2011,3,7704,417.6129254931968,2011-03-15
Madrid,Maíz,2011,4,6051,402.17468883295714,2011-04-15
Madrid,Maíz,2011,5,37378,323.68242967580136,2011-05-15
Madrid,Maíz,2011,6,35503,328.9299108331251,2011-06-15
Madrid,Maíz,2011,7,41747,168.92353902653406,2011-07-15
Madrid,Maíz,2011,8,41194,103.25918278134324,2011-08-15
Madrid,Maíz,2011,9,6249,497.12828699837206,2011-09-15
Madrid,Maíz,2011,10,20201,187.8426932045361,2011-10-15
Madrid,Maíz,2011,11,10686,237.95075001902188,2011-11-15
Madrid,Maíz,2011,12,33007,294.43275329117057,2011-12-15
Madrid,Maíz,2012,1,31137,479.2363894076363,2012-01-15
Madrid,Maíz,2012,2,43828,321.13042233960624,2012-02-15
Madrid,Maíz,2012,3,4374,108.45750744293768,2012-03-15
Madrid,Maíz,2012,4,1207,210.64414797254992,2012-04-15
Madrid,Maíz,2012,5,24197,230.6817587665107,2012-05-15
Madrid,Maíz,2012,6,4083,180.31004687710123,2012-06-15
Madrid,Maíz,2012,7,43891,490.8058234287089,2012-07-15
Madrid,Maíz,2012,8,11754,464.3171315449318,2012-08-15
Madrid,Maíz,2012,9,34004,68.71621098864671,2012-09-15
Madrid,Maíz,2012,10,49231,19.81291440365399,2012-10-15
Madrid,Maíz,2012,11,42323,129.39179087129463,2012-11-15
Madrid,Maíz,2012,12,17669,265.26940886330067,2012-12-15
Madrid,Maíz,2013,1,21421,135.95316055171912,2013-01-15
Madrid,Maíz,2013,2,27342,433.6962340964347,2013-02-15
Madrid,Maíz,2013,3,12023,258.35083159203646,2013-03-15
Madrid,Maíz,2013,4,10715,357.28490189405846,2013-04-15
Madrid,Maíz,2013,5,17163,158.532894413211,2013-05-15
Madrid,Maíz,2013,6,23641,177.4205059294912,2013-06-15
Madrid,Maíz,2013,7,19792,52.944945914280886,2013-07-15
Madrid,Maíz,2013,8,31682,127.13711277666016,2013-08-15
Madrid,Maíz,2013,9,19880,159.70691222243153,2013-09-15
Madrid,Maíz,2013,10,39067,147.05473385102482,2013-10-15
Madrid,Maíz,2013,11,19073,304.29122334670245,2013-11-15
Madrid,Maíz,2013,12,38174,89.2644635625337,2013-12-15
Madrid,Maíz,2014,1,25981,253.5121066238568,2014-01-15
Madrid,Maíz,2014,2,5437,287.6219274639951,2014-02-15
Madrid,Maíz,2014,3,25819,112.17015203509456,2014-03-15
Madrid,Maíz,2014,4,32982,204.61760094031345,2014-04-15
Madrid,Maíz,2014,5,26169,317.6955258585916,2014-05-15
Madrid,Maíz,2014,6,12421,440.2074170180841,2014-06-15
Madrid,Maíz,2014,7,8629,404.9034460576344,2014-07-15
Madrid,Maíz,2014,8,29495,113.87142054209689,2014-08-15
Madrid,Maíz,2014,9,41461,49.65044869511357,2014-09-15
Madrid,Maíz,2014,10,47484,21.21797423829892,2014-10-15
Madrid,Maíz,2014,11,21609,119.57107290319252,2014-11-15
Madrid,Maíz,2014,12,8373,488.0489984213583,2014-12-15
Madrid,Maíz,2015,1,49895,467.0380628333649,2015-01-15
Madrid,Maíz,2015,2,9984,244.88367566754735,2015-02-15
Madrid,Maíz,2015,3,30984,462.1510233515632,2015-03-15
Madrid,Maíz,2015,4,6901,78.20703206258962,2015-04-15
Madrid,Maíz,2015,5,32055,384.7568024424677,2015-05-15
Madrid,Maíz,2015,6,15716,165.59040945960115,2015-06-15
Madrid,Maíz,2015,7,36298,205.34488360843343,2015-07-15
Madrid,Maíz,2015,8,6772,190.0918669228504,2015-08-15
Madrid,Maíz,2015,9,49519,244.3346712935554,2015-09-15
Madrid,Maíz,2015,10,18347,76.23148168586316,2015-10-15
Madrid,Maíz,2015,11,47659,49.18304323605796,2015-11-15
Madrid,Maíz,2015,12,24563,483.2528589650778,2015-12-15
Madrid,Maíz,2016,1,12871,301.2024677752696,2016-01-15
Madrid,Maíz,2016,2,9734,258.0095127917196,2016-02-15
Madrid,Maíz,2016,3,36262,324.00489419820104,2016-03-15
Madrid,Maíz,2016,4,19268,18.66702671049604,2016-04-15
Madrid,Maíz,2016,5,38947,188.75112738081944,2016-05-15
Madrid,Maíz,2016,6,7430,40.0613172842274,2016-06-15
Madrid,Maíz,2016,7,43913,235.30220764696688,2016-07-15
Madrid,Maíz,2016,8,37618,379.5842367284929,2016-08-15
Madrid,Maíz,2016,9,27526,350.56726214069107,2016-09-15
Madrid,Maíz,2016,10,26032,220.86521697937135,2016-10-15
Madrid,Maíz,2016,11,45936,79.70219065672613,2016-11-15
Madrid,Maíz,2016,12,6448,393.52105996463314,2016-12-15
Madrid,Maíz,2017,1,29141,59.51244739521688,2017-01-15
Madrid,Maíz,2017,2,32823,348.89284722896645,2017-02-15
Madrid,Maíz,2017,3,42568,259.6168427933969,2017-03-15
Madrid,Maíz,2017,4,35406,122.15835637484066,2017-04-15
Madrid,Maíz,2017,5,44108,311.4575247331953,2017-05-15
Madrid,Maíz,2017,6,42779,95.13877187452432,2017-06-15
Madrid,Maíz,2017,7,34187,268.2503173167093,2017-07-15
Madrid,Maíz,2017,8,16422,398.12588054266615,2017-08-15
Madrid,Maíz,2017,9,6693,330.4971397322791,2017-09-15
Madrid,Maíz,2017,10,15818,190.20208192987192,2017-10-15
Madrid,Maíz,2017,11,27715,246.0010748020825,2017-11-15
Madrid,Maíz,2017,12,32174,369.471046475087,2017-12-15
Madrid,Maíz,2018,1,11837,482.272914986352,2018-01-15
Madrid,Maíz,2018,2,5481,75.56383077694947,2018-02-15
Madrid,Maíz,2018,3,7548,19.40421564329777,2018-03-15
Madrid,Maíz,2018,4,8758,295.2526325921864,2018-04-15
Madrid,Maíz,2018,5,25022,77.18375580720954,2018-05-15
Madrid,Maíz,2018,6,6542,313.2846145737836,2018-06-15
Madrid,Maíz,2018,7,23740,418.80864931783606,2018-07-15
Madrid,Maíz,2018,8,48596,488.1781399059264,2018-08-15
Madrid,Maíz,2018,9,36153,41.662173123602216,2018-09-15
Madrid,Maíz,2018,10,1671,249.0484815239176,2018-10-15
Madrid,Maíz,2018,11,45002,140.26705696061362,2018-11-15
Madrid,Maíz,2018,12,11634,232.64489393438083,2018-12-15
Barcelona,Olivo,2008,1,30300,249.2381571406713,2008-01-15
Barcelona,Olivo,2008,2,39595,433.6835921488047,2008-02-15
Barcelona,Olivo,2008,3,38487,371.30496792002185,2008-03-15
Barcelona,Olivo,2008,4,22223,407.2361047132705,2008-04-15
Barcelona,Olivo,2008,5,29380,203.2933764993173,2008-05-15
Barcelona,Olivo,2008,6,20877,202.2729235489525,2008-06-15
Barcelona,Olivo,2008,7,44404,75.2410520472675,2008-07-15
Barcelona,Olivo,2008,8,31911,395.5826592650946,2008-08-15
Barcelona,Olivo,2008,9,34160,471.9872592924983,2008-09-15
Barcelona,Olivo,2008,10,4631,134.7886048025651,2008-10-15
Barcelona,Olivo,2008,11,24561,465.8562535705336,2008-11-15
Barcelona,Olivo,2008,12,29671,451.8633761463575,2008-12-15
Barcelona,Olivo,2009,1,26364,414.31477600506486,2009-01-15
Barcelona,Olivo,2009,2,28425,199.3109658256746,2009-02-15
Barcelona,Olivo,2009,3,24253,321.9681442619316,2009-03-15
Barcelona,Olivo,2009,4,9080,42.65949987473808,2009-04-15
Barcelona,Olivo,2009,5,26431,442.4051258234889,2009-05-15
Barcelona,Olivo,2009,6,48684,371.3425466735279,2009-06-15
Barcelona,Olivo,2009,7,23614,343.31161181209313,2009-07-15
Barcelona,Olivo,2009,8,5940,28.630705636352907,2009-08-15
Barcelona,Olivo,2009,9,29758,360.9984601507143,2009-09-15
Barcelona,Olivo,2009,10,8788,403.04397348251786,2009-10-15
Barcelona,Olivo,2009,11,25034,15.93315286509485,2009-11-15
Barcelona,Olivo,2009,12,19052,259.2038518293134,2009-12-15
Barcelona,Olivo,2010,1,29903,183.09319016601145,2010-01-15
Barcelona,Olivo,2010,2,49355,181.35458257546628,2010-02-15
Barcelona,Olivo,2010,3,46454,471.7345409398645,2010-03-15
Barcelona,Olivo,2010,4,29138,211.94415582875808,2010-04-15
Barcelona,Olivo,2010,5,42732,333.5483326536557,2010-05-15
Barcelona,Olivo,2010,6,11759,139.87274987925198,2010-06-15
Barcelona,Olivo,2010,7,43533,50.48265509504166,2010-07-15
Barcelona,Olivo,2010,8,40279,484.2514170740649,2010-08-15
Barcelona,Olivo,2010,9,18630,393.4176130363296,2010-09-15
Barcelona,Olivo,2010,10,36144,197.150423429919,2010-10-15
Barcelona,Olivo,2010,11,26538,69.47934489810915,2010-11-15
Barcelona,Olivo,2010,12,33125,137.7495169607591,2010-12-15
Barcelona,Olivo,2011,1,43600,325.51308423515405,2011-01-15
Barcelona,Olivo,2011,2,21669,448.9491527122221,2011-02-15
Barcelona,Olivo,2011,3,47857,401.3699539107416,2011-03-15
Barcelona,Olivo,2011,4,26227,242.4246938540448,2011-04-15
Barcelona,Olivo,2011,5,18153,304.9219789217978,2011-05-15
Barcelona,Olivo,2011,6,43676,460.9456187975098,2011-06-15
Barcelona,Olivo,2011,7,4983,407.7671961641674,2011-07-15
Barcelona,Olivo,2011,8,30921,72.766915719438,2011-08-15
Barcelona,Olivo,2011,9,46838,64.29590146810546,2011-09-15
Barcelona,Olivo,2011,10,24953,120.06164980348744,2011-10-15
Barcelona,Olivo,2011,11,23168,194.2365160712426,2011-11-15
Barcelona,Olivo,2011,12,40896,90.20506271799772,2011-12-15
Barcelona,Olivo,2012,1,13275,127.93942879792743,2012-01-15
Barcelona,Olivo,2012,2,47804,341.2313150373141,2012-02-15
Barcelona,Olivo,2012,3,34453,16.230296093577824,2012-03-15
Barcelona,Olivo,2012,4,13258,339.0129180983752,2012-04-15
Barcelona,Olivo,2012,5,49758,440.84164339894073,2012-05-15
Barcelona,Olivo,2012,6,38643,460.2740014833817,2012-06-15
Barcelona,Olivo,2012,7,35964,379.9705450856764,2012-07-15
Barcelona,Olivo,2012,8,16997,422.57929091613016,2012-08-15
Barcelona,Olivo,2012,9,24911,283.3284805004243,2012-09-15
Barcelona,Olivo,2012,10,30334,331.519300463725,2012-10-15
Barcelona,Olivo,2012,11,29927,277.0631902594998,2012-11-15
Barcelona,Olivo,2012,12,21714,141.9723361679923,2012-12-15
Barcelona,Olivo,2013,1,24387,31.15513054053572,2013-01-15
Barcelona,Olivo,2013,2,20921,62.89242017676753,2013-02-15
Barcelona,Olivo,2013,3,46268,365.7301558927948,2013-03-15
Barcelona,Olivo,2013,4,25858,482.9135736422283,2013-04-15
Barcelona,Olivo,2013,5,27062,257.8678195463962,2013-05-15
Barcelona,Olivo,2013,6,21567,177.76798165643777,2013-06-15
Barcelona,Olivo,2013,7,44285,275.69623069100567,2013-07-15
Barcelona,Olivo,2013,8,2724,374.2776551775386,2013-08-15
Barcelona,Olivo,2013,9,9706,155.79874114622208,2013-09-15
Barcelona,Olivo,2013,10,19450,84.26899207796005,2013-10-15
Barcelona,Olivo,2013,11,30725,437.9282287717958,2013-11-15
Barcelona,Olivo,2013,12,10496,382.9495531511474,2013-12-15
Barcelona,Olivo,2014,1,30806,88.81560523929564,2014-01-15
Barcelona,Olivo,2014,2,37495,407.75858626419785,2014-02-15
Barcelona,Olivo,2014,3,26860,441.9108820407605,2014-03-15
Barcelona,Olivo,2014,4,39787,58.597268797735794,2014-04-15
Barcelona,Olivo,2014,5,22727,441.11007811155,2014-05-15
Barcelona,Olivo,2014,6,45522,162.35517570370155,2014-06-15
Barcelona,Olivo,2014,7,35196,369.2049350545407,2014-07-15
Barcelona,Olivo,2014,8,15566,311.33933776715486,2014-08-15
Barcelona,Olivo,2014,9,12329,184.1384386560123,2014-09-15
Barcelona,Olivo,2014,10,38900,273.96087699808913,2014-10-15
Barcelona,Olivo,2014,11,20363,12.56251063602724,2014-11-15
Barcelona,Olivo,2014,12,20033,421.5823503382695,2014-12-15
Barcelona,Olivo,2015,1,36851,375.4095535383037,2015-01-15
Barcelona,Olivo,2015,2,14944,479.4560052584963,2015-02-15
Barcelona,Olivo,2015,3,24928,342.4056231990195,2015-03-15
Barcelona,Olivo,2015,4,37751,82.9551446628979,2015-04-15
Barcelona,Olivo,2015,5,6110,240.45633650987497,2015-05-15
Barcelona,Olivo,2015,6,24762,498.2038254373512,2015-06-15
Barcelona,Olivo,2015,7,35947,198.83418269320728,2015-07-15
Barcelona,Olivo,2015,8,39019,363.8147597193412,2015-08-15
Barcelona,Olivo,2015,9,48639,116.43245786869316,2015-09-15
Barcelona,Olivo,2015,10,24705,201.8475921071364,2015-10-15
Barcelona,Olivo,2015,11,39356,10.921142927206214,2015-11-15
Barcelona,Olivo,2015,12,15537,313.59877535532195,2015-12-15
Barcelona,Olivo,2016,1,39659,98.84644716349756,2016-01-15
Barcelona,Olivo,2016,2,38804,55.56541351333476,2016-02-15
Barcelona,Olivo,2016,3,28766,438.3886105990165,2016-03-15
Barcelona,Olivo,2016,4,37060,324.73950769356145,2016-04-15
Barcelona,Olivo,2016,5,17087,61.027305380940845,2016-05-15
Barcelona,Olivo,2016,6,24225,285.12744810016665,2016-06-15
Barcelona,Olivo,2016,7,28523,35.87394062957876,2016-07-15
Barcelona,Olivo,2016,8,44543,341.4692892409175,2016-08-15
Barcelona,Olivo,2016,9,15226,142.21215286282504,2016-09-15
Barcelona,Olivo,2016,10,29731,167.8329220723009,2016-10-15
Barcelona,Olivo,2016,11,4390,47.75855677582227,2016-11-15
Barcelona,Olivo,2016,12,13693,350.7536676807461,2016-12-15
Barcelona,Olivo,2017,1,1541,491.1649033186112,2017-01-15
Barcelona,Olivo,2017,2,14428,396.42133268947913,2017-02-15
Barcelona,Olivo,2017,3,49831,264.9453226901405,2017-03-15
Barcelona,Olivo,2017,4,17044,82.25173808607913,2017-04-15
Barcelona,Olivo,2017,5,29854,370.39774717889344,2017-05-15
Barcelona,Olivo,2017,6,11720,53.414210543012445,2017-06-15
Barcelona,Olivo,2017,7,2651,40.64569117971053,2017-07-15
Barcelona,Olivo,2017,8,26051,370.47492597720304,2017-08-15
Barcelona,Olivo,2017,9,47026,369.4717567207331,2017-09-15
Barcelona,Olivo,2017,10,22621,324.85694777224387,2017-10-15
Barcelona,Olivo,2017,11,46253,321.72690870703406,2017-11-15
Barcelona,Olivo,2017,12,31447,97.34370878327438,2017-12-15
Barcelona,Olivo,2018,1,35501,495.6519515924388,2018-01-15
Barcelona,Olivo,2018,2,49998,290.2174129013214,2018-02-15
Barcelona,Olivo,2018,3,4471,109.43882011170209,2018-03-15
Barcelona,Olivo,2018,4,31268,490.0268903666029,2018-04-15
Barcelona,Olivo,2018,5,47850,22.83638718071175,2018-05-15
Barcelona,Olivo,2018,6,29272,297.046971526232,2018-06-15
Barcelona,Olivo,2018,7,33373,143.80469688667807,2018-07-15
Barcelona,Olivo,2018,8,25570,156.3755310584988,2018-08-15
Barcelona,Olivo,2018,9,24284,37.5066906739429,2018-09-15
Barcelona,Olivo,2018,10,26122,220.53183824207815,2018-10-15
Barcelona,Olivo,2018,11,17370,194.68794072082227,2018-11-15
Barcelona,Olivo,2018,12,8999,101.18969474467588,2018-12-15
Barcelona,Vid,2008,1,3096,223.2383956351248,2008-01-15
Barcelona,Vid,2008,2,26279,246.6547473218241,2008-02-15
Barcelona,Vid,2008,3,49709,319.2736165187861,2008-03-15
Barcelona,Vid,2008,4,30309,366.69026041714494,2008-04-15
Barcelona,Vid,2008,5,6105,455.6011940841141,2008-05-15
Barcelona,Vid,2008,6,3839,367.4590320396744,2008-06-15
Barcelona,Vid,2008,7,43821,38.067323028035446,2008-07-15
Barcelona,Vid,2008,8,18069,309.01032324404423,2008-08-15
Barcelona,Vid,2008,9,38051,205.42965455482744,2008-09-15
Barcelona,Vid,2008,10,2619,331.9080265708984,2008-10-15
Barcelona,Vid,2008,11,46603,16.567286951761147,2008-11-15
Barcelona,Vid,2008,12,2431,37.956813364114616,2008-12-15
Barcelona,Vid,2009,1,28037,27.780935080616057,2009-01-15
Barcelona,Vid,2009,2,38766,131.01961154527993,2009-02-15
Barcelona,Vid,2009,3,20675,395.692035274786,2009-03-15
Barcelona,Vid,2009,4,33591,191.8914760060992,2009-04-15
Barcelona,Vid,2009,5,35782,230.37252280076456,2009-05-15
Barcelona,Vid,2009,6,33972,141.38811984680154,2009-06-15
Barcelona,Vid,2009,7,42800,248.9098848999583,2009-07-15
Barcelona,Vid,2009,8,31314,40.70006969312372,2009-08-15
Barcelona,Vid,2009,9,19681,285.3764952587353,2009-09-15
Barcelona,Vid,2009,10,16892,270.8861343148564,2009-10-15
Barcelona,Vid,2009,11,37768,388.2102858289944,2009-11-15
Barcelona,Vid,2009,12,32358,126.02431156257884,2009-12-15
Barcelona,Vid,2010,1,8927,278.67708602594786,2010-01-15
Barcelona,Vid,2010,2,12918,442.2464509982095,2010-02-15
Barcelona,Vid,2010,3,12929,215.2087263463391,2010-03-15
Barcelona,Vid,2010,4,46951,315.9684687711467,2010-04-15
Barcelona,Vid,2010,5,21644,490.8355743436509,2010-05-15
Barcelona,Vid,2010,6,29228,330.5455547222965,2010-06-15
Barcelona,Vid,2010,7,35521,103.6834437177466,2010-07-15
Barcelona,Vid,2010,8,27928,237.32691847728475,2010-08-15
Barcelona,Vid,2010,9,23360,474.0476339919743,2010-09-15
Barcelona,Vid,2010,10,43891,181.2581223225412,2010-10-15
Barcelona,Vid,2010,11,26000,20.79722854577705,2010-11-15
Barcelona,Vid,2010,12,30300,120.4052956761052,2010-12-15
Barcelona,Vid,2011,1,24017,53.53172009290655,2011-01-15
Barcelona,Vid,2011,2,34365,284.9991662584372,2011-02-15
Barcelona,Vid,2011,3,10879,66.23674721591655,2011-03-15
Barcelona,Vid,2011,4,8521,207.94915940000865,2011-04-15
Barcelona,Vid,2011,5,19474,43.157497331000776,2011-05-15
Barcelona,Vid,2011,6,45629,278.9309417928288,2011-06-15
Barcelona,Vid,2011,7,2633,50.045419415921344,2011-07-15
Barcelona,Vid,2011,8,13485,424.9901767633944,2011-08-15
Barcelona,Vid,2011,9,48945,91.22952468000511,2011-09-15
Barcelona,Vid,2011,10,18921,335.45207810765453,2011-10-15
Barcelona,Vid,2011,11,47136,337.82094529126306,2011-11-15
Barcelona,Vid,2011,12,1097,432.37358511809344,2011-12-15
Barcelona,Vid,2012,1,13722,328.9769989039676,2012-01-15
Barcelona,Vid,2012,2,28733,152.387904305114,2012-02-15
Barcelona,Vid,2012,3,25487,64.84860424054986,2012-03-15
Barcelona,Vid,2012,4,5666,235.02754002250944,2012-04-15
Barcelona,Vid,2012,5,2727,399.054961020323,2012-05-15
Barcelona,Vid,2012,6,11800,108.66825324662744,2012-06-15
Barcelona,Vid,2012,7,19708,90.706113181825,2012-07-15
Barcelona,Vid,2012,8,10283,380.8082377874312,2012-08-15
Barcelona,Vid,2012,9,31933,18.793382498560995,2012-09-15
Barcelona,Vid,2012,10,11983,440.1367382945,2012-10-15
Barcelona,Vid,2012,11,19133,89.193707530077,2012-11-15
Barcelona,Vid,2012,12,1781,127.01014357695423,2012-12-15
Barcelona,Vid,2013,1,28624,284.48930660370684,2013-01-15
Barcelona,Vid,2013,2,40961,283.4105620034935,2013-02-15
Barcelona,Vid,2013,3,35881,41.9502497176411,2013-03-15
Barcelona,Vid,2013,4,14565,178.3949643784605,2013-04-15
Barcelona,Vid,2013,5,26643,273.96388099683,2013-05-15
Barcelona,Vid,2013,6,42971,401.1886522299209,2013-06-15
Barcelona,Vid,2013,7,49563,231.33144142352447,2013-07-15
Barcelona,Vid,2013,8,14489,55.76990626789485,2013-08-15
Barcelona,Vid,2013,9,7852,482.5935604113977,2013-09-15
Barcelona,Vid,2013,10,3551,101.49441492879032,2013-10-15
Barcelona,Vid,2013,11,34243,381.1661235468145,2013-11-15
Barcelona,Vid,2013,12,8239,400.9779382117881,2013-12-15
Barcelona,Vid,2014,1,22038,105.96199816759024,2014-01-15
