Ciudad,Cultivo,year,Mes,Kilos,Hectáreas,tempC,precipMM,sunHour,uvIndex,produccion_por_hectarea
Lisboa,Maíz,2008,9,996660,488.47824780590565,24.033333333333335,0.48000000000000004,11.33,5.4,2040.3365031640421
Lisboa,Maíz,2008,10,1445065,7557.853451273657,20.516129032258064,0.7548387096774193,10.751612903225807,4.774193548387097,191.200452524847
Lisboa,Maíz,2008,11,868200,1104.2983700545071,16.4,0.5333333333333333,9.81,4.033333333333333,786.2005627674217
Lisboa,Maíz,2008,12,1248277,14474.73504754924,14.161290322580646,1.3516129032258064,8.316129032258065,3.5806451612903225,86.23833154109093
Lisboa,Maíz,2009,1,817408,9387.744370264074,12.774193548387096,1.8709677419354838,7.967741935483871,3.3548387096774195,87.07182127680865
Lisboa,Maíz,2009,2,1202348,6896.13016022812,15.0,1.6464285714285716,9.860714285714286,3.75,174.35111752012335
Lisboa,Maíz,2009,3,55831,15123.96449096333,18.06451612903226,0.1903225806451613,10.861290322580645,4.387096774193548,3.6915585217989237
Lisboa,Maíz,2009,4,1468950,11291.197555992418,16.566666666666666,1.05,10.469999999999999,3.9,130.09691777294296
Lisboa,Maíz,2009,5,340039,12630.678362177783,20.93548387096774,0.42258064516129035,11.274193548387096,4.967741935483871,26.921673583125777
Lisboa,Maíz,2009,6,1003470,7908.712136290974,24.1,0.5333333333333333,13.543333333333333,5.433333333333334,126.88159370415613
Lisboa,Maíz,2009,7,910253,14925.755360662688,24.677419354838708,0.04516129032258065,12.941935483870967,5.806451612903226,60.98538921514159
Lisboa,Maíz,2009,8,1064881,14460.159543948042,26.548387096774192,0.01935483870967742,11.525806451612903,5.967741935483871,73.64241015208444
Lisboa,Maíz,2009,9,702360,5998.081990476152,24.833333333333332,0.09333333333333332,11.553333333333333,5.666666666666667,117.0974323317384
Lisboa,Maíz,2009,10,491505,14515.058714400875,23.032258064516128,1.5354838709677419,10.516129032258064,5.354838709677419,33.86173006054474
Lisboa,Maíz,2009,11,1422120,2600.9794372113956,17.966666666666665,1.1666666666666667,8.763333333333332,4.433333333333334,546.7632614292047
Lisboa,Maíz,2009,12,1534686,10494.084845641315,15.03225806451613,2.596774193548387,8.01290322580645,3.774193548387097,146.2429571109697
Lisboa,Maíz,2010,1,802094,15014.256793374772,13.935483870967742,1.632258064516129,7.770967741935484,3.3548387096774195,53.42215808869967
Lisboa,Maíz,2010,2,50064,8393.345379610033,13.714285714285714,2.85,8.657142857142857,3.4642857142857144,5.964725355115322
Lisboa,Maíz,2010,3,988807,2150.3514565543683,15.741935483870968,1.5032258064516129,10.096774193548388,3.903225806451613,459.8350641640796
Lisboa,Maíz,2010,4,679710,7862.450785702632,19.266666666666666,1.0666666666666667,10.979999999999999,4.666666666666667,86.45014366716413
Lisboa,Maíz,2010,5,701158,13030.879092539608,20.419354838709676,0.6000000000000001,10.94516129032258,4.741935483870968,53.80742120471553
Lisboa,Maíz,2010,6,728580,6898.1150750844445,22.9,0.4233333333333334,13.370000000000001,5.233333333333333,105.62015740090868
Lisboa,Maíz,2010,7,1025139,1399.6598715233852,26.806451612903224,0.016129032258064516,13.12258064516129,6.0,732.420083519464
Lisboa,Maíz,2010,8,462954,14459.338977298488,29.677419354838708,0.2064516129032258,11.561290322580644,6.161290322580645,32.01764622344417
Lisboa,Maíz,2010,9,1140240,10440.408285595273,25.866666666666667,0.16,11.186666666666666,5.566666666666666,109.21411967894011
Lisboa,Maíz,2010,10,1211046,604.7049209406924,20.806451612903224,1.7580645161290323,10.225806451612904,4.741935483870968,2002.7057132527877
Lisboa,Maíz,2010,11,1437300,7770.081453256261,16.633333333333333,1.34,9.06,4.033333333333333,184.97875584015415
Lisboa,Maíz,2010,12,664361,4490.139316839096,14.290322580645162,3.0903225806451613,8.429032258064517,3.4838709677419355,147.95999703360815
Lisboa,Maíz,2011,1,1399185,9866.740408009147,14.193548387096774,1.1290322580645162,9.05483870967742,3.3870967741935485,141.8082306963541
Lisboa,Maíz,2011,2,994056,1266.5601615816336,15.857142857142858,1.342857142857143,9.682142857142859,3.7142857142857144,784.8470448957273
Lisboa,Maíz,2011,3,1229987,13568.291256788934,16.870967741935484,1.1709677419354838,10.429032258064517,3.774193548387097,90.65157702776851
Lisboa,Maíz,2011,4,710580,1442.3725503583646,22.033333333333335,1.84,10.793333333333333,4.666666666666667,492.6466465431922
Lisboa,Maíz,2011,5,1299861,4918.103446833249,23.70967741935484,1.4161290322580646,11.132258064516128,5.290322580645161,264.3012726454496
Lisboa,Maíz,2011,6,230040,4929.795310205764,24.666666666666668,0.14333333333333334,13.610000000000001,5.433333333333334,46.663195026326235
Lisboa,Maíz,2011,7,338551,9090.915229568545,25.161290322580644,0.08064516129032258,13.02258064516129,5.419354838709677,37.24058485320049
Lisboa,Maíz,2011,8,305629,4319.788144392316,25.741935483870968,0.5612903225806452,10.987096774193548,5.645161290322581,70.75092337496893
Lisboa,Maíz,2011,9,296160,1518.844346498873,25.833333333333332,0.24333333333333335,11.28,5.666666666666667,194.99035611034535
Lisboa,Maíz,2011,10,858948,5418.519954144859,24.838709677419356,1.0548387096774194,10.8,5.419354838709677,158.52077823261567
Lisboa,Maíz,2011,11,843150,12882.10028699208,17.2,1.9100000000000001,9.47,4.133333333333334,65.45128365840974
Lisboa,Maíz,2011,12,167152,7575.128909492743,15.32258064516129,0.2806451612903226,9.36774193548387,3.6774193548387095,22.065895115069807
Lisboa,Maíz,2012,1,450771,3212.894408678492,14.451612903225806,0.267741935483871,9.519354838709678,3.5161290322580645,140.30059586844885
Lisboa,Maíz,2012,2,1414707,10296.334653526543,14.344827586206897,0.013793103448275864,10.813793103448276,3.5172413793103448,137.39908886075844
Lisboa,Maíz,2012,3,742388,11964.275257278594,18.64516129032258,0.4516129032258065,11.048387096774194,4.161290322580645,62.05039453170056
Lisboa,Maíz,2012,4,90720,1404.3067792712857,16.233333333333334,0.9733333333333333,9.926666666666668,3.6,64.6012689955651
Lisboa,Maíz,2012,5,66805,7380.747111359034,22.032258064516128,1.1838709677419357,11.019354838709676,4.870967741935484,9.051251721819128
Lisboa,Maíz,2012,6,587070,371.8016504977036,23.866666666666667,0.12000000000000001,13.303333333333335,5.266666666666667,1578.9870733874702
Lisboa,Maíz,2012,7,102827,3452.3837876645516,25.258064516129032,0.0064516129032258064,12.890322580645162,5.419354838709677,29.784347953261538
Lisboa,Maíz,2012,8,524396,13099.729791204456,26.322580645161292,0.10967741935483873,11.216129032258063,5.870967741935484,40.03105471321209
Lisboa,Maíz,2012,9,756780,7796.780665908408,26.633333333333333,0.41000000000000003,11.366666666666667,5.866666666666666,97.06313829104324
Lisboa,Maíz,2012,10,1530780,8067.274533752702,21.258064516129032,1.4,10.403225806451612,4.838709677419355,189.75181687388516
Lisboa,Maíz,2012,11,958740,11411.5297796469,16.566666666666666,2.0966666666666667,8.523333333333333,4.066666666666666,84.01502852930079
Lisboa,Maíz,2012,12,536424,13923.82862452976,15.419354838709678,1.7225806451612902,8.793548387096774,3.903225806451613,38.52561062515349
Lisboa,Maíz,2013,1,850175,2062.9709519858598,14.903225806451612,1.3258064516129033,8.3,3.6774193548387095,412.11195881435145
Lisboa,Maíz,2013,2,1294748,4671.217220598752,14.214285714285714,0.5821428571428572,9.87142857142857,3.5714285714285716,277.1757207715638
Lisboa,Maíz,2013,3,837403,7625.339039932118,15.387096774193548,2.638709677419355,9.53225806451613,3.6129032258064515,109.81846126640616
Lisboa,Maíz,2013,4,1266360,3233.7027536703004,18.566666666666666,0.6666666666666666,10.77,4.3,391.6129887209524
Lisboa,Maíz,2013,5,529821,9862.583063638105,20.0,0.14516129032258066,11.087096774193547,4.483870967741935,53.720308014780855
Lisboa,Maíz,2013,6,30060,4158.901270102535,24.133333333333333,0.20666666666666664,13.193333333333333,5.166666666666667,7.2278705474676705
Lisboa,Maíz,2013,7,1300698,5721.61140716505,27.29032258064516,0.05806451612903226,12.887096774193548,5.903225806451613,227.33071287769806
Lisboa,Maíz,2013,8,672917,12491.072943580763,28.516129032258064,0.0064516129032258064,11.525806451612903,6.064516129032258,53.87183335165904
Lisboa,Maíz,2013,9,413580,5844.52823922838,26.366666666666667,1.836666666666667,11.129999999999999,5.566666666666666,70.76362420906065
Lisboa,Maíz,2013,10,89435,6630.113483507944,21.903225806451612,1.867741935483871,10.093548387096773,4.935483870967742,13.489211040273267
Lisboa,Maíz,2013,11,1248360,1155.797427507493,16.9,0.15333333333333332,9.403333333333334,4.166666666666667,1080.0854633256283
Lisboa,Maíz,2013,12,325221,3581.307506561503,15.096774193548388,1.1451612903225807,8.8,3.6129032258064515,90.81068838801063
Lisboa,Maíz,2014,1,891467,2934.183664689717,14.870967741935484,1.6193548387096774,7.874193548387097,3.6451612903225805,303.82113114731374
Lisboa,Maíz,2014,2,218148,9504.323833112758,14.214285714285714,2.2714285714285714,8.575,3.5714285714285716,22.952500759704694
Lisboa,Maíz,2014,3,917073,1811.886075045674,17.193548387096776,0.7806451612903226,10.103225806451613,3.806451612903226,506.1427496079644
Lisboa,Maíz,2014,4,32790,14035.838680196857,19.266666666666666,0.9066666666666666,10.683333333333334,4.4,2.3361625013732423
Lisboa,Maíz,2014,5,339977,2925.24237911474,22.0,0.5838709677419355,11.1,4.903225806451613,116.22182231028889
Lisboa,Maíz,2014,6,288810,8618.562494995858,23.533333333333335,0.41000000000000003,13.403333333333334,5.2,33.51022866837595
Lisboa,Maíz,2014,7,749518,910.8785246860937,25.774193548387096,0.10967741935483871,12.780645161290321,5.741935483870968,822.8517630913501
Lisboa,Maíz,2014,8,1144272,6116.184891020125,25.870967741935484,0.022580645161290325,11.296774193548387,5.903225806451613,187.0891773857323
Lisboa,Maíz,2014,9,1007520,10561.637032130004,24.666666666666668,2.393333333333333,11.006666666666666,5.8,95.39430269521483
Lisboa,Maíz,2014,10,308729,13401.883513550127,24.032258064516128,1.403225806451613,10.035483870967743,5.516129032258065,23.03623962168124
Lisboa,Maíz,2014,11,1261950,1674.7458168892697,17.733333333333334,2.643333333333333,8.34,4.4,753.5173321668534
Lisboa,Maíz,2014,12,521885,2724.067208362966,14.67741935483871,0.36774193548387096,9.319354838709677,3.806451612903226,191.583011754555
Lisboa,Maíz,2015,1,986017,14704.403372928933,14.483870967741936,0.6806451612903226,8.654838709677419,3.4516129032258065,67.05589985482
Lisboa,Maíz,2015,2,345520,4632.795872176223,14.0,0.23571428571428574,9.403571428571428,3.5357142857142856,74.58131321415084
Lisboa,Maíz,2015,3,1054372,6123.656416116947,17.741935483870968,0.36129032258064514,10.048387096774194,3.870967741935484,172.18013689092382
Lisboa,Maíz,2015,4,317910,4857.500152983016,19.366666666666667,1.25,10.35,4.5,65.44724446478294
Lisboa,Maíz,2015,5,270847,9317.407227695294,23.419354838709676,0.29354838709677417,11.01290322580645,5.129032258064516,29.068923723214287
Lisboa,Maíz,2015,6,1263030,10193.220044443551,25.566666666666666,0.6233333333333333,13.653333333333334,5.566666666666666,123.90883297849467
Lisboa,Maíz,2015,7,257610,8912.444549729622,26.322580645161292,0.022580645161290325,12.97741935483871,5.774193548387097,28.904527659340687
Lisboa,Maíz,2015,8,630664,13711.150880705422,26.161290322580644,0.05161290322580645,11.203225806451613,5.580645161290323,45.99643060506917
Lisboa,Maíz,2015,9,356760,10750.146657769961,24.266666666666666,0.7666666666666667,10.523333333333333,5.2,33.186523994269606
Lisboa,Maíz,2015,10,1151402,615.6489549481947,21.483870967741936,2.035483870967742,9.880645161290323,4.838709677419355,1870.224891548606
Lisboa,Maíz,2015,11,1456590,3871.296816799546,19.533333333333335,0.7766666666666667,9.406666666666666,4.7,376.25376428877985
Lisboa,Maíz,2015,12,1302062,7096.4690927736265,17.161290322580644,0.6645161290322581,8.596774193548388,4.032258064516129,183.48026081391617
Lisboa,Maíz,2016,1,189782,7421.0760970164765,15.838709677419354,1.3612903225806452,8.151612903225805,3.806451612903226,25.57338012964168
Lisboa,Maíz,2016,2,950011,9402.385728540119,15.206896551724139,1.2310344827586208,8.831034482758621,3.586206896551724,101.03935611962024
Lisboa,Maíz,2016,3,1270814,10598.197425438668,15.612903225806452,0.7580645161290323,10.296774193548387,3.7419354838709675,119.90850415276162
Lisboa,Maíz,2016,4,1076340,5813.961258179743,17.866666666666667,1.1066666666666667,10.2,4.266666666666667,185.13023259067685
Lisboa,Maíz,2016,5,48360,8381.053889664092,19.387096774193548,2.135483870967742,10.693548387096774,4.419354838709677,5.770157385533556
Lisboa,Maíz,2016,6,69360,14543.827572609805,24.533333333333335,0.013333333333333334,13.34,5.466666666666667,4.769033437292997
Lisboa,Maíz,2016,7,390445,10063.654470037667,27.096774193548388,0.21935483870967745,12.529032258064515,5.903225806451613,38.797536338560185
Lisboa,Maíz,2016,8,1213402,6717.595201589103,28.64516129032258,0.0967741935483871,11.44516129032258,6.096774193548387,180.63041365055156
Lisboa,Maíz,2016,9,330180,12685.551171538167,26.433333333333334,0.16,11.46,5.666666666666667,26.028037373796234
Lisboa,Maíz,2016,10,1548140,10342.535067525709,22.193548387096776,0.6387096774193549,10.390322580645162,4.967741935483871,149.6867054249562
Lisboa,Maíz,2016,11,865380,1952.0749250372323,17.666666666666668,1.6533333333333333,9.4,4.266666666666667,443.3129020308964
Lisboa,Maíz,2016,12,1069903,9449.619584944863,16.225806451612904,0.9096774193548387,9.464516129032257,4.064516129032258,113.22180648463032
Lisboa,Maíz,2017,1,568075,6588.67196544341,14.580645161290322,1.2193548387096773,9.248387096774193,3.5483870967741935,86.21995494379863
Lisboa,Maíz,2017,2,513044,6262.564484906904,15.857142857142858,0.7142857142857143,9.1,3.607142857142857,81.92235005906316
Lisboa,Maíz,2017,3,1100283,12886.180059543296,17.161290322580644,1.3580645161290321,10.106451612903227,3.935483870967742,85.38472960302524
Lisboa,Maíz,2017,4,396390,2247.293624062465,21.6,0.23666666666666666,11.196666666666665,4.733333333333333,176.38549576064747
Lisboa,Maíz,2017,5,1485830,3258.816023074318,22.741935483870968,0.9741935483870967,11.125806451612902,5.032258064516129,455.94166392930964
Lisboa,Maíz,2017,6,245610,10900.504514887063,26.166666666666668,0.26666666666666666,13.653333333333334,5.666666666666667,22.531984612690625
Lisboa,Maíz,2017,7,1508491,5257.416593865298,26.903225806451612,0.06451612903225806,12.951612903225806,5.612903225806452,286.9262827222418
Lisboa,Maíz,2017,8,1516768,4915.7324632094615,27.806451612903224,0.17741935483870971,11.561290322580644,5.870967741935484,308.55381397418614
Lisboa,Maíz,2017,9,615300,892.1352089895109,25.6,0.0033333333333333335,11.413333333333332,5.433333333333334,689.6936627990816
Lisboa,Maíz,2017,10,1094641,2700.474351085139,25.580645161290324,0.39354838709677414,10.896774193548387,5.548387096774194,405.3513781977368
Lisboa,Maíz,2017,11,188850,12862.899679090622,18.866666666666667,0.7133333333333334,9.636666666666667,4.366666666666666,14.681759534126389
Lisboa,Maíz,2017,12,389980,3966.4241762286674,15.32258064516129,0.49677419354838703,8.535483870967742,3.5483870967741935,98.32029623488191
Lisboa,Maíz,2018,1,622883,10849.984571535348,14.96774193548387,0.8483870967741935,9.016129032258064,3.5806451612903225,57.40865306243083
Lisboa,Maíz,2018,2,1298220,13019.126356668641,14.571428571428571,0.8142857142857142,9.75357142857143,3.5,99.71636839787082
Lisboa,Maíz,2018,3,1354855,6454.219269024504,14.838709677419354,2.1774193548387095,9.935483870967742,3.6451612903225805,209.91772103286073
Lisboa,Maíz,2018,4,231660,10674.658050243677,17.4,1.9266666666666665,10.593333333333334,4.066666666666666,21.70186613094475
Lisboa,Maíz,2018,5,1220594,9750.696056187498,20.225806451612904,0.18709677419354842,11.241935483870968,4.645161290322581,125.18019154391011
Lisboa,Maíz,2018,6,507840,3045.5561649976007,23.1,0.38333333333333336,13.006666666666666,5.1,166.74786885777235
Lisboa,Maíz,2018,7,1097896,5910.597415620172,24.548387096774192,0.07741935483870968,12.95483870967742,5.548387096774194,185.7504280529319
Lisboa,Maíz,2018,8,1112838,5636.262483234062,29.903225806451612,0.06774193548387097,11.47741935483871,6.290322580645161,197.44254340714429
Lisboa,Maíz,2018,9,1330680,5387.7949524167925,28.066666666666666,0.06333333333333334,11.379999999999999,5.9,246.98044594349298
Lisboa,Maíz,2018,10,502882,3974.5014644176435,22.580645161290324,0.6193548387096774,10.583870967741936,5.032258064516129,126.52706370902894
Lisboa,Maíz,2018,11,1366890,3956.2632887221826,16.833333333333332,1.8933333333333333,8.696666666666665,4.0,345.5002612936527
Lisboa,Maíz,2018,12,1437904,12551.709748082973,16.483870967741936,0.31935483870967746,8.74516129032258,3.774193548387097,114.5584170490886
Lisboa,Olivo,2008,7,1150503,2863.7139025094443,24.741935483870968,0.0,12.95483870967742,5.612903225806452,401.75207411320855
Lisboa,Olivo,2008,8,1064199,727.27784457224,24.70967741935484,0.009677419354838712,11.558064516129033,5.774193548387097,1463.2633290595088
Lisboa,Olivo,2008,9,82110,9488.845824491971,24.033333333333335,0.48000000000000004,11.33,5.4,8.653317960764332
Lisboa,Olivo,2008,10,649078,2966.4869907999637,20.516129032258064,0.7548387096774193,10.751612903225807,4.774193548387097,218.80358889588965
Lisboa,Olivo,2008,11,854970,8241.193821645693,16.4,0.5333333333333333,9.81,4.033333333333333,103.74346466095736
Lisboa,Olivo,2008,12,1329714,1265.5645607137835,14.161290322580646,1.3516129032258064,8.316129032258065,3.5806451612903225,1050.6883973189292
Lisboa,Olivo,2009,1,1303054,803.2310219976564,12.774193548387096,1.8709677419354838,7.967741935483871,3.3548387096774195,1622.2655304812192
Lisboa,Olivo,2009,2,716688,10510.020722181289,15.0,1.6464285714285716,9.860714285714286,3.75,68.19092168747464
Lisboa,Olivo,2009,3,1212038,10421.231104508328,18.06451612903226,0.1903225806451613,10.861290322580645,4.387096774193548,116.30468491152263
Lisboa,Olivo,2009,4,1416840,2575.354712237846,16.566666666666666,1.05,10.469999999999999,3.9,550.1533413115126
Lisboa,Olivo,2009,5,575298,5965.344827324597,20.93548387096774,0.42258064516129035,11.274193548387096,4.967741935483871,96.44002428238771
Lisboa,Olivo,2009,6,1297290,1206.6163792280747,24.1,0.5333333333333333,13.543333333333333,5.433333333333334,1075.1470163449408
Lisboa,Olivo,2009,7,854577,6498.525717777672,24.677419354838708,0.04516129032258065,12.941935483870967,5.806451612903226,131.50321120714796
Lisboa,Olivo,2009,8,710582,1159.5212584477476,26.548387096774192,0.01935483870967742,11.525806451612903,5.967741935483871,612.8236070042018
Lisboa,Olivo,2009,9,1432110,1076.5406404564565,24.833333333333332,0.09333333333333332,11.553333333333333,5.666666666666667,1330.2888401805073
Lisboa,Olivo,2009,10,292454,4553.166781350938,23.032258064516128,1.5354838709677419,10.516129032258064,5.354838709677419,64.23089995250031
Lisboa,Olivo,2009,11,854160,12595.664139429013,17.966666666666665,1.1666666666666667,8.763333333333332,4.433333333333334,67.81381200266911
Lisboa,Olivo,2009,12,863319,13761.647948065742,15.03225806451613,2.596774193548387,8.01290322580645,3.774193548387097,62.73369317817371
Lisboa,Olivo,2010,1,116715,8840.620572148231,13.935483870967742,1.632258064516129,7.770967741935484,3.3548387096774195,13.202127503096627
Lisboa,Olivo,2010,2,847924,8123.434210958412,13.714285714285714,2.85,8.657142857142857,3.4642857142857144,104.37999225206515
Lisboa,Olivo,2010,3,1104375,5152.835134440941,15.741935483870968,1.5032258064516129,10.096774193548388,3.903225806451613,214.3237598692976
Lisboa,Olivo,2010,4,779460,7763.956632381166,19.266666666666666,1.0666666666666667,10.979999999999999,4.666666666666667,100.39468751655605
Lisboa,Olivo,2010,5,1220377,2077.078935154238,20.419354838709676,0.6000000000000001,10.94516129032258,4.741935483870968,587.5448348858145
Lisboa,Olivo,2010,6,1171290,6025.885581397508,22.9,0.4233333333333334,13.370000000000001,5.233333333333333,194.37640894076807
Lisboa,Olivo,2010,7,829467,12502.97358705417,26.806451612903224,0.016129032258064516,13.12258064516129,6.0,66.3415782033521
Lisboa,Olivo,2010,8,1395403,5779.9133915803,29.677419354838708,0.2064516129032258,11.561290322580644,6.161290322580645,241.42282166938827
Lisboa,Olivo,2010,9,1176930,2293.711255307507,25.866666666666667,0.16,11.186666666666666,5.566666666666666,513.1116644593587
Lisboa,Olivo,2010,10,374945,10903.986265832953,20.806451612903224,1.7580645161290323,10.225806451612904,4.741935483870968,34.386048446784066
Lisboa,Olivo,2010,11,824070,11806.361411495385,16.633333333333333,1.34,9.06,4.033333333333333,69.79881195214266
Lisboa,Olivo,2010,12,315146,10820.376648019532,14.290322580645162,3.0903225806451613,8.429032258064517,3.4838709677419355,29.12523382979294
Lisboa,Olivo,2011,1,1142753,4007.8933486665883,14.193548387096774,1.1290322580645162,9.05483870967742,3.3870967741935485,285.125601054277
Lisboa,Olivo,2011,2,43540,1564.643296537393,15.857142857142858,1.342857142857143,9.682142857142859,3.7142857142857144,27.827428843593584
Lisboa,Olivo,2011,3,73966,1411.6139945385726,16.870967741935484,1.1709677419354838,10.429032258064517,3.774193548387097,52.39817704143544
Lisboa,Olivo,2011,4,348570,318.64073065770657,22.033333333333335,1.84,10.793333333333333,4.666666666666667,1093.9279459989825
Lisboa,Olivo,2011,5,1362884,14285.408398172278,23.70967741935484,1.4161290322580646,11.132258064516128,5.290322580645161,95.40392280100104
Lisboa,Olivo,2011,6,259110,4161.245109358123,24.666666666666668,0.14333333333333334,13.610000000000001,5.433333333333334,62.26742073359097
Lisboa,Olivo,2011,7,859909,14707.941256583106,25.161290322580644,0.08064516129032258,13.02258064516129,5.419354838709677,58.46562649379053
Lisboa,Olivo,2011,8,360158,5432.2577292714805,25.741935483870968,0.5612903225806452,10.987096774193548,5.645161290322581,66.29987345027916
Lisboa,Olivo,2011,9,1088430,11897.493321843423,25.833333333333332,0.24333333333333335,11.28,5.666666666666667,91.48397654501531
Lisboa,Olivo,2011,10,1035121,7852.069263682888,24.838709677419356,1.0548387096774194,10.8,5.419354838709677,131.82779790132582
Lisboa,Olivo,2011,11,1206600,6194.263802318771,17.2,1.9100000000000001,9.47,4.133333333333334,194.79312449500767
Lisboa,Olivo,2011,12,267902,14461.9040038395,15.32258064516129,0.2806451612903226,9.36774193548387,3.6774193548387095,18.524670052357873
Lisboa,Olivo,2012,1,1077560,12510.160071701186,14.451612903225806,0.267741935483871,9.519354838709678,3.5161290322580645,86.13478914930212
Lisboa,Olivo,2012,2,156049,7681.965375756415,14.344827586206897,0.013793103448275864,10.813793103448276,3.5172413793103448,20.31368176853237
Lisboa,Olivo,2012,3,985242,5981.234516073523,18.64516129032258,0.4516129032258065,11.048387096774194,4.161290322580645,164.7221819094928
Lisboa,Olivo,2012,4,1236840,12037.2665242525,16.233333333333334,0.9733333333333333,9.926666666666668,3.6,102.7509025830768
Lisboa,Olivo,2012,5,123473,3201.8993338519576,22.032258064516128,1.1838709677419357,11.019354838709676,4.870967741935484,38.562424088286114
Lisboa,Olivo,2012,6,987990,5875.465858394905,23.866666666666667,0.12000000000000001,13.303333333333335,5.266666666666667,168.15517676583096
Lisboa,Olivo,2012,7,330987,2990.1201134446214,25.258064516129032,0.0064516129032258064,12.890322580645162,5.419354838709677,110.69354656081111
Lisboa,Olivo,2012,8,173011,15286.340021412501,26.322580645161292,0.10967741935483873,11.216129032258063,5.870967741935484,11.318013321544138
Lisboa,Olivo,2012,9,1354290,7696.7337556547645,26.633333333333333,0.41000000000000003,11.366666666666667,5.866666666666666,175.95645672490718
Lisboa,Olivo,2012,10,1355475,14153.282188327248,21.258064516129032,1.4,10.403225806451612,4.838709677419355,95.77107147046867
Lisboa,Olivo,2012,11,915180,7667.092152425108,16.566666666666666,2.0966666666666667,8.523333333333333,4.066666666666666,119.36467982982671
Lisboa,Olivo,2012,12,1458767,15075.885105858524,15.419354838709678,1.7225806451612902,8.793548387096774,3.903225806451613,96.76161563695652
Lisboa,Olivo,2013,1,1350918,10095.595712882296,14.903225806451612,1.3258064516129033,8.3,3.6774193548387095,133.8126088266576
Lisboa,Olivo,2013,2,281764,12172.79078364607,14.214285714285714,0.5821428571428572,9.87142857142857,3.5714285714285716,23.14703382387422
Lisboa,Olivo,2013,3,880338,10423.970272031793,15.387096774193548,2.638709677419355,9.53225806451613,3.6129032258064515,84.4532339431172
Lisboa,Olivo,2013,4,102390,3549.75182636568,18.566666666666666,0.6666666666666666,10.77,4.3,28.84426996825559
Lisboa,Olivo,2013,5,1186246,11558.339627306259,20.0,0.14516129032258066,11.087096774193547,4.483870967741935,102.63117698994814
Lisboa,Olivo,2013,6,1292940,9218.728168959056,24.133333333333333,0.20666666666666664,13.193333333333333,5.166666666666667,140.25145077533986
Lisboa,Olivo,2013,7,1199049,3158.5385160358105,27.29032258064516,0.05806451612903226,12.887096774193548,5.903225806451613,379.62145907433523
Lisboa,Olivo,2013,8,1071360,11248.491156092026,28.516129032258064,0.0064516129032258064,11.525806451612903,6.064516129032258,95.24477417753637
Lisboa,Olivo,2013,9,502860,13410.535011123628,26.366666666666667,1.836666666666667,11.129999999999999,5.566666666666666,37.49738541996222
Lisboa,Olivo,2013,10,1311114,5436.276324380043,21.903225806451612,1.867741935483871,10.093548387096773,4.935483870967742,241.17868955999407
Lisboa,Olivo,2013,11,677310,6184.849065638147,16.9,0.15333333333333332,9.403333333333334,4.166666666666667,109.511160710939
Lisboa,Olivo,2013,12,1522534,875.39769240811,15.096774193548388,1.1451612903225807,8.8,3.6129032258064515,1739.248359007777
Lisboa,Olivo,2014,1,1053380,10534.561378011591,14.870967741935484,1.6193548387096774,7.874193548387097,3.6451612903225805,99.99277257035894
Lisboa,Olivo,2014,2,1338316,3236.151087823016,14.214285714285714,2.2714285714285714,8.575,3.5714285714285716,413.55176679970634
Lisboa,Olivo,2014,3,722331,8204.015623174226,17.193548387096776,0.7806451612903226,10.103225806451613,3.806451612903226,88.04602930784303
Lisboa,Olivo,2014,4,1192680,14628.973195642071,19.266666666666666,0.9066666666666666,10.683333333333334,4.4,81.52862022847208
Lisboa,Olivo,2014,5,1219726,14026.99339835581,22.0,0.5838709677419355,11.1,4.903225806451613,86.95562658088737
Lisboa,Olivo,2014,6,1464570,14726.89494635377,23.533333333333335,0.41000000000000003,13.403333333333334,5.2,99.4486621473872
Lisboa,Olivo,2014,7,1415150,5488.997106951242,25.774193548387096,0.10967741935483871,12.780645161290321,5.741935483870968,257.8157671476744
Lisboa,Olivo,2014,8,982669,10004.628864466888,25.870967741935484,0.022580645161290325,11.296774193548387,5.903225806451613,98.22143462913584
Lisboa,Olivo,2014,9,128790,10161.713838928017,24.666666666666668,2.393333333333333,11.006666666666666,5.8,12.674043182226272
Lisboa,Olivo,2014,10,1407338,1306.860279421049,24.032258064516128,1.403225806451613,10.035483870967743,5.516129032258065,1076.884822471966
Lisboa,Olivo,2014,11,528240,12582.441300792501,17.733333333333334,2.643333333333333,8.34,4.4,41.98231387471118
Lisboa,Olivo,2014,12,546189,10224.940200176035,14.67741935483871,0.36774193548387096,9.319354838709677,3.806451612903226,53.41732952047941
Lisboa,Olivo,2015,1,724532,9757.218985764413,14.483870967741936,0.6806451612903226,8.654838709677419,3.4516129032258065,74.25599456741492
Lisboa,Olivo,2015,2,848232,11934.727049727846,14.0,0.23571428571428574,9.403571428571428,3.5357142857142856,71.07259315321691
Lisboa,Olivo,2015,3,701530,12870.12259856337,17.741935483870968,0.36129032258064514,10.048387096774194,3.870967741935484,54.50841626623731
Lisboa,Olivo,2015,4,395340,7780.6132510614125,19.366666666666667,1.25,10.35,4.5,50.81090490470898
Lisboa,Olivo,2015,5,737304,11149.695893542133,23.419354838709676,0.29354838709677417,11.01290322580645,5.129032258064516,66.12772285807759
Lisboa,Olivo,2015,6,960240,6833.282077771031,25.566666666666666,0.6233333333333333,13.653333333333334,5.566666666666666,140.5239808735107
